N,P,K,temperature,humidity,ph,rainfall,label
57.51,31.6,52.59,28.01,69.77,6.03,1053.87,mango
156.48,86.81,133.43,17.76,83.56,6.27,457.82,potato
94.41,33.82,44.31,29.34,42.43,7.15,659.4,cotton
20.24,65.85,55.45,21.85,69.58,6.35,660.41,soybean
91.81,55.85,73.24,21.4,72.99,6.52,657.3,onion
80.96,68.77,71.38,30.88,72.75,5.83,1239.91,turmeric
143.04,48.93,47.49,27.72,87.3,6.99,1605.59,sugarcane
99.04,41.66,50.34,22.16,80.79,6.52,489.03,maize
113.47,59.43,79.94,26.78,56.15,6.34,674.6,tomato
92.09,45.55,43.55,28.39,68.7,6.32,621.36,maize
140.83,46.07,165.47,28.37,78.34,7.25,1226.01,banana
90.97,41.41,37.11,31.45,80.05,6.26,1723.4,rice
29.06,49.89,61.84,25.35,67.59,6.45,524.81,groundnut
43.91,38.57,62.72,26.28,66.07,6.42,547.31,groundnut
124.61,49.39,180.41,31.55,75.0,6.06,1295.26,banana
86.43,36.82,42.67,27.64,46.81,6.87,602.78,cotton
84.19,30.49,36.57,16.71,67.65,6.01,585.21,maize
25.14,37.49,56.45,26.71,60.61,6.36,740.38,groundnut
122.33,52.73,68.42,29.83,81.31,6.66,1448.7,sugarcane
31.43,60.73,37.66,24.39,76.93,6.85,713.82,soybean
84.83,40.01,87.3,23.54,64.65,6.41,638.03,onion
122.31,59.16,53.36,26.32,56.13,6.25,748.08,tomato
95.25,56.79,74.68,31.87,73.79,6.83,1468.04,turmeric
33.41,49.17,34.67,23.26,51.29,5.92,367.37,chickpea
153.37,49.23,185.39,27.19,91.17,7.45,1396.9,banana
92.7,53.84,69.58,24.6,64.32,6.24,581.79,chilli
71.55,61.94,75.58,21.14,74.31,5.92,1357.69,turmeric
138.9,52.09,68.26,33.32,67.04,6.53,1371.67,sugarcane
144.85,57.45,177.29,28.2,89.2,7.65,1268.36,banana
28.37,69.0,37.73,19.46,62.93,6.68,570.81,soybean
32.43,45.75,55.54,29.52,44.95,7.48,474.41,chickpea
34.18,48.81,54.79,20.63,57.26,6.64,576.84,groundnut
82.99,45.59,69.63,27.73,75.26,6.6,1048.22,turmeric
92.1,47.66,57.35,21.35,73.26,6.37,665.07,chilli
22.19,41.86,43.21,27.33,72.13,6.9,426.75,groundnut
51.74,38.0,37.47,31.51,65.73,6.34,738.28,mango
37.77,56.39,37.62,26.76,51.85,6.83,412.03,chickpea
49.93,35.1,46.29,29.89,59.54,6.51,1061.06,mango
27.03,43.0,42.04,27.63,76.9,6.63,480.46,groundnut
51.88,42.46,58.62,26.25,61.05,5.99,846.37,mango
86.09,58.23,74.12,29.56,64.79,6.81,737.89,chilli
155.09,77.9,131.64,21.26,82.21,5.51,489.01,potato
116.93,71.17,81.56,21.44,53.09,6.43,628.51,tomato
27.15,63.07,48.6,25.87,58.39,6.61,689.78,soybean
37.95,37.49,42.23,32.97,53.31,7.61,999.77,mango
100.76,71.66,66.14,24.65,62.18,6.44,547.36,tomato
126.07,50.5,72.35,29.43,88.3,6.91,1536.37,sugarcane
131.39,80.72,131.65,21.64,73.09,5.8,511.29,potato
29.08,37.05,62.0,28.0,63.36,6.87,611.06,groundnut
28.48,42.97,37.76,27.07,57.64,5.99,454.55,chickpea
121.25,57.09,36.56,18.69,47.56,6.51,718.93,wheat
72.52,28.8,32.0,27.39,60.77,6.86,464.43,cotton
174.76,53.77,175.87,28.78,83.31,6.56,1308.9,banana
157.48,94.28,102.03,16.8,67.65,5.31,417.31,potato
70.82,52.86,73.93,27.96,86.75,6.97,1405.07,turmeric
100.3,74.3,74.31,20.79,56.87,6.5,601.76,tomato
53.03,38.37,32.39,25.97,65.71,7.26,840.35,mango
117.93,61.78,172.62,23.27,75.44,6.8,1133.65,banana
68.0,45.84,67.04,27.54,69.3,6.35,578.01,onion
97.33,43.76,41.93,17.17,59.11,7.11,694.06,wheat
80.17,46.18,62.48,29.93,82.32,6.62,1187.4,turmeric
90.74,57.56,81.5,28.93,75.97,6.42,1586.66,turmeric
32.25,63.06,47.55,26.34,63.95,6.62,617.1,groundnut
111.07,45.3,38.15,14.06,64.3,6.6,806.84,wheat
135.22,55.02,161.8,27.86,86.03,6.2,1184.85,banana
71.63,53.82,33.85,21.2,65.22,6.18,667.73,maize
133.12,62.39,74.91,27.65,79.17,7.38,1181.4,sugarcane
85.37,29.22,38.36,18.4,65.4,6.93,545.2,maize
122.53,75.18,54.31,27.04,72.03,7.23,1444.08,sugarcane
73.79,36.17,34.85,23.29,60.97,6.73,579.94,maize
29.12,34.81,57.15,25.52,64.66,6.52,715.38,groundnut
94.47,46.47,48.95,22.19,84.17,6.22,1616.46,rice
113.28,51.65,41.25,18.88,62.8,6.02,663.11,wheat
100.63,52.04,42.81,23.35,77.3,6.08,748.81,chilli
53.33,21.24,44.51,24.71,62.63,6.13,1028.83,mango
85.09,56.43,78.51,20.35,60.93,6.57,746.04,onion
106.55,55.81,38.87,22.05,46.74,6.84,524.08,maize
72.32,44.74,43.96,35.09,76.26,6.25,1557.2,rice
123.05,57.88,224.31,28.7,80.65,6.95,1324.47,banana
96.44,52.11,49.91,24.8,68.64,6.65,659.18,chilli
112.48,64.13,63.97,27.22,66.34,6.51,615.23,chilli
110.69,48.25,52.55,23.9,66.55,6.34,636.91,chilli
98.58,48.41,43.12,19.3,66.23,6.56,650.24,wheat
153.86,60.2,176.82,27.08,83.74,6.52,1077.29,banana
114.33,80.36,150.14,17.61,78.04,6.25,482.0,potato
109.82,86.59,121.11,19.57,84.1,5.28,529.74,potato
83.1,41.78,29.37,23.5,72.24,7.15,635.02,maize
118.03,45.26,32.49,20.98,73.17,6.21,577.74,maize
56.8,30.16,52.54,32.2,59.58,6.79,980.16,mango
99.64,52.35,73.11,28.78,85.45,6.89,1412.92,turmeric
82.22,54.22,71.43,26.07,74.78,6.99,1058.88,turmeric
73.99,42.81,38.74,36.37,82.42,5.74,1764.51,rice
34.35,50.34,42.14,22.37,59.08,6.47,694.04,groundnut
11.86,50.61,52.72,26.04,57.18,6.54,529.33,groundnut
41.34,54.72,30.37,25.97,66.26,6.04,524.06,soybean
18.23,51.47,38.67,25.31,59.98,6.47,503.74,soybean
41.59,40.76,41.43,27.54,75.01,5.82,710.38,mango
82.79,48.27,95.06,27.59,66.45,6.45,644.01,onion
54.48,34.64,50.73,33.95,41.44,7.04,1060.37,mango
119.08,60.96,146.63,25.14,82.24,6.46,1203.06,banana
132.71,59.58,59.65,27.34,74.95,6.52,1618.13,sugarcane
66.7,34.47,36.98,32.89,63.48,6.41,484.88,maize
93.01,74.6,87.17,16.15,59.16,6.15,605.38,tomato
102.23,54.34,56.06,12.16,41.11,7.04,632.14,wheat
62.55,63.14,60.12,21.79,72.57,6.43,599.87,onion
89.16,55.61,93.93,29.78,59.61,6.54,660.91,onion
99.81,67.97,122.08,19.49,70.98,5.61,426.21,potato
90.01,50.14,24.04,26.56,60.21,7.33,613.94,maize
131.94,53.18,36.86,29.09,79.39,6.56,1326.8,sugarcane
33.04,46.46,39.6,25.62,67.33,6.54,674.57,soybean
37.25,33.98,55.28,29.36,54.17,6.56,918.99,mango
91.4,54.45,75.66,30.08,74.9,6.69,1381.09,turmeric
101.86,44.83,26.45,35.47,78.09,6.86,527.92,maize
113.59,42.88,45.19,21.68,58.2,5.32,679.55,maize
18.07,57.23,53.37,27.18,52.61,6.44,567.34,soybean
136.91,55.43,188.14,26.61,73.9,7.36,1247.27,banana
90.84,52.53,83.85,18.86,75.15,7.14,620.55,onion
19.33,68.4,50.92,30.82,45.47,6.96,377.03,chickpea
114.96,89.89,102.8,19.49,75.54,4.97,604.64,potato
161.52,61.28,169.29,27.72,92.28,6.16,1418.53,banana
124.87,93.64,130.03,17.66,71.76,5.39,476.57,potato
40.82,61.72,48.94,27.59,63.01,6.1,574.77,groundnut
107.87,57.54,48.93,20.77,46.43,7.06,693.53,wheat
23.6,55.35,43.13,21.14,73.03,6.62,671.28,soybean
57.42,37.67,44.52,26.67,65.14,6.65,791.3,mango
130.17,55.91,53.61,33.42,74.81,6.25,1384.35,sugarcane
109.67,57.42,42.43,14.45,61.17,6.83,701.76,wheat
18.39,52.62,61.76,27.87,58.0,6.14,658.84,groundnut
92.03,53.63,64.15,24.03,58.75,6.87,1045.25,turmeric
125.48,71.0,127.25,18.76,71.11,5.28,510.85,potato
31.84,52.7,31.82,28.91,58.88,6.32,575.76,groundnut
99.33,52.12,39.93,21.33,52.16,7.53,743.09,wheat
123.71,81.55,112.47,17.48,70.26,5.6,449.73,potato
71.59,38.22,37.31,29.13,60.87,7.19,668.85,cotton
29.58,50.7,47.56,26.81,76.83,6.73,595.89,soybean
95.01,51.38,40.32,27.02,80.49,6.52,1676.39,rice
24.53,50.6,60.28,31.47,60.01,6.59,606.14,groundnut
122.31,51.67,60.72,26.47,68.61,6.83,1661.0,sugarcane
14.75,46.26,57.58,23.04,55.14,6.54,591.3,groundnut
108.16,39.04,61.69,23.46,79.9,6.51,490.75,chilli
132.57,59.27,176.51,23.14,86.58,6.87,1220.39,banana
78.86,58.61,95.68,19.71,51.48,6.11,672.35,onion
16.94,60.03,35.43,22.56,56.25,6.38,682.1,soybean
146.89,53.2,67.68,28.12,77.71,6.57,1472.75,sugarcane
91.23,49.77,66.46,23.65,74.75,6.16,1461.49,turmeric
93.15,56.82,29.49,19.57,50.89,7.47,622.54,wheat
128.13,61.5,61.59,29.41,76.79,6.21,1790.71,sugarcane
13.53,53.53,47.41,22.23,40.2,6.32,424.72,chickpea
91.09,51.15,45.67,33.03,89.81,6.35,1729.74,rice
108.96,66.79,57.18,23.31,58.95,6.45,514.28,tomato
126.21,88.2,79.08,24.71,66.73,6.37,490.28,tomato
106.57,60.48,57.22,19.93,70.45,6.27,660.79,chilli
29.36,60.07,47.52,24.67,57.06,6.66,494.76,groundnut
77.61,58.85,49.58,25.9,64.91,7.02,643.42,maize
27.58,55.3,49.5,18.07,53.39,7.58,403.31,chickpea
95.31,54.14,41.17,34.84,83.43,5.92,1477.32,rice
82.34,45.6,39.51,21.54,70.42,6.54,467.77,maize
49.09,27.99,46.09,31.55,63.84,5.96,991.29,mango
108.14,47.02,42.44,11.17,46.6,7.0,760.38,wheat
103.12,43.6,68.67,22.62,73.65,6.63,509.74,chilli
101.15,60.24,42.66,11.71,56.23,7.57,749.3,wheat
127.57,70.24,119.48,20.9,74.58,5.85,497.02,potato
86.38,42.54,46.27,26.19,81.48,6.01,1399.56,rice
89.27,80.42,72.24,22.26,76.7,6.07,673.17,tomato
119.59,62.84,76.48,28.39,62.21,6.63,573.47,chilli
83.58,44.92,30.41,28.6,51.54,6.77,554.59,maize
33.09,65.47,34.52,26.99,57.88,6.81,602.22,soybean
111.74,51.97,59.69,21.67,66.03,6.25,675.95,chilli
85.32,42.47,33.58,29.3,68.46,6.63,625.54,maize
30.94,56.93,40.04,27.49,69.87,6.64,776.62,soybean
25.03,49.38,53.61,20.5,57.41,6.83,380.65,chickpea
77.65,28.48,41.49,34.11,64.98,7.1,740.91,cotton
80.6,63.47,41.3,29.78,82.28,5.71,1828.56,rice
33.93,35.34,42.07,26.6,63.42,6.72,603.24,groundnut
101.68,54.62,63.64,22.57,66.61,6.02,632.18,chilli
150.14,58.19,191.81,28.89,76.44,7.38,1369.53,banana
158.44,60.92,225.28,31.54,77.19,6.84,1216.91,banana
58.71,52.3,39.37,22.29,79.24,6.54,510.24,maize
22.58,60.67,47.11,26.75,61.49,6.06,675.66,groundnut
96.18,61.3,53.91,24.81,59.7,6.59,720.0,chilli
83.91,46.19,58.46,23.1,76.21,6.16,825.28,chilli
94.27,30.28,40.38,28.67,64.39,7.37,628.74,maize
36.68,23.55,55.79,32.06,64.92,6.28,808.36,mango
79.64,32.89,49.78,25.38,77.44,6.05,1829.73,rice
102.4,83.72,69.31,25.41,69.97,6.62,627.06,tomato
24.68,55.28,42.94,22.43,70.49,6.66,635.93,soybean
110.9,57.91,50.31,12.5,52.38,6.46,737.92,wheat
110.03,75.1,75.05,20.97,62.12,6.41,620.4,tomato
132.28,64.24,64.37,26.46,62.97,6.66,1654.19,sugarcane
113.09,38.04,45.27,26.24,51.43,6.82,567.65,maize
96.47,68.16,83.49,22.81,58.79,6.05,713.52,tomato
131.9,52.38,168.59,23.55,84.49,6.45,1174.21,banana
80.21,40.88,35.53,25.94,70.36,6.47,576.01,maize
107.96,54.19,67.08,26.03,64.65,6.32,553.79,chilli
34.42,55.56,49.21,21.29,68.48,6.52,582.19,soybean
75.84,38.23,68.75,21.62,75.33,6.59,671.23,chilli
121.47,50.0,187.97,24.5,87.97,6.45,1295.08,banana
100.34,54.54,52.31,29.36,70.99,7.03,689.47,chilli
80.95,38.82,43.81,26.44,53.39,6.28,748.01,cotton
95.03,57.14,63.62,22.65,78.87,6.3,1211.6,turmeric
70.08,60.77,55.43,28.97,78.03,5.72,1063.26,turmeric
78.68,34.31,42.95,31.74,59.34,7.34,592.3,cotton
100.56,50.72,67.28,20.99,67.68,6.38,637.91,onion
77.54,42.86,71.16,29.76,59.03,6.93,682.43,chilli
80.74,43.89,42.08,32.82,52.57,6.83,775.9,cotton
105.63,51.31,63.83,35.0,77.41,6.47,756.63,chilli
91.06,53.9,46.49,23.64,92.71,5.71,1660.53,rice
143.78,71.63,142.2,24.41,72.32,5.55,581.36,potato
86.43,48.5,40.75,21.22,72.48,7.06,504.38,maize
86.52,50.78,85.95,19.79,60.07,6.76,676.51,onion
97.45,83.24,62.01,24.47,61.33,6.2,667.57,tomato
38.95,63.46,45.41,24.33,61.64,6.45,674.66,groundnut
86.37,53.72,59.99,18.66,73.1,6.12,568.25,onion
163.3,52.59,188.17,28.07,94.03,7.06,1149.09,banana
46.66,31.73,55.52,27.84,58.0,6.46,873.35,mango
37.76,65.29,59.5,25.01,63.39,6.41,752.18,groundnut
30.95,55.65,29.98,29.24,47.32,6.92,395.14,chickpea
77.6,42.19,46.94,30.39,80.24,6.29,1383.79,rice
107.78,43.3,45.57,26.6,62.2,6.57,785.15,chilli
27.74,50.38,45.05,22.42,61.94,6.61,659.87,soybean
33.58,42.69,43.94,24.48,66.25,6.32,619.13,groundnut
96.95,40.33,43.72,25.34,74.25,5.85,1592.59,rice
87.13,58.39,83.28,25.08,64.86,6.7,557.69,onion
131.1,91.0,128.65,20.34,68.13,5.4,350.0,potato
86.54,40.28,40.21,25.36,51.58,8.25,651.6,cotton
80.93,49.92,68.47,33.13,87.33,7.47,1257.62,turmeric
153.36,56.4,66.26,35.16,73.49,7.17,1541.31,sugarcane
118.26,47.79,163.32,25.02,76.89,6.42,941.97,banana
171.38,64.61,219.89,24.57,77.06,6.8,1300.86,banana
85.06,64.08,77.85,16.82,67.44,6.53,643.85,onion
136.13,48.54,56.44,22.14,76.28,6.64,1544.88,sugarcane
30.48,43.87,37.78,27.15,60.87,6.7,589.25,groundnut
166.0,50.91,192.49,27.2,88.41,6.89,1353.78,banana
95.39,55.01,33.14,28.98,61.03,6.89,483.83,maize
27.85,39.23,44.13,13.97,36.35,7.2,340.18,chickpea
149.54,50.01,45.69,28.68,75.33,6.43,1488.02,sugarcane
21.7,49.68,52.27,25.67,59.13,6.4,706.24,groundnut
25.91,51.04,42.22,17.06,55.88,6.33,413.08,chickpea
140.9,70.71,143.42,21.72,78.06,5.34,558.57,potato
92.09,53.64,60.06,27.94,64.97,6.67,609.99,chilli
29.12,53.26,62.93,27.5,63.72,6.54,493.12,groundnut
123.4,50.08,198.66,22.14,85.32,6.48,1017.65,banana
82.4,47.02,86.35,13.21,68.07,6.63,643.21,onion
83.17,54.94,66.65,21.58,73.51,6.18,1329.19,turmeric
32.17,40.88,38.16,16.58,31.31,7.15,365.21,chickpea
50.96,30.39,44.58,26.68,54.11,6.76,884.5,mango
106.7,59.65,89.23,21.22,57.4,6.05,806.21,onion
98.95,62.96,68.0,28.18,76.03,6.51,654.33,chilli
97.63,57.07,49.97,15.26,70.73,6.55,703.24,wheat
73.88,47.71,35.35,28.96,82.29,5.95,1574.29,rice
104.21,62.46,72.58,23.69,68.62,6.67,705.22,chilli
110.67,76.69,76.97,24.06,62.25,6.31,542.63,tomato
148.57,83.85,129.19,14.95,67.36,6.52,470.04,potato
87.48,54.69,73.96,25.22,83.63,6.4,1311.36,turmeric
131.13,58.67,76.76,31.52,80.0,6.84,1427.48,sugarcane
145.69,67.48,205.39,25.51,74.6,7.06,1168.33,banana
95.76,61.8,65.01,23.83,58.21,6.73,789.39,chilli
37.92,49.83,39.88,25.34,52.21,7.34,312.19,chickpea
121.2,52.63,37.8,33.26,82.63,6.75,1270.86,sugarcane
28.49,59.96,52.19,26.81,62.28,6.24,535.71,groundnut
122.61,56.56,34.42,15.5,50.44,6.72,742.58,wheat
128.5,66.1,65.09,21.67,66.44,6.73,1318.09,sugarcane
116.33,62.43,48.44,24.01,79.8,7.35,1447.11,sugarcane
17.57,61.64,51.84,24.09,49.58,5.92,657.79,groundnut
146.78,65.11,91.33,19.74,68.91,6.5,662.83,tomato
79.76,61.07,53.3,30.35,82.74,6.03,1722.7,rice
93.29,66.95,43.18,21.73,57.06,6.8,688.6,chilli
129.3,49.0,45.13,19.58,76.68,6.59,1398.61,sugarcane
88.37,44.68,27.66,29.43,64.36,5.97,779.85,cotton
34.42,50.23,65.88,29.49,59.35,6.32,712.7,groundnut
102.31,55.42,40.56,21.8,33.72,6.74,689.42,wheat
113.18,44.12,59.12,27.95,74.89,6.72,1334.58,sugarcane
32.25,47.02,46.38,28.51,70.18,6.53,666.11,soybean
115.63,67.86,73.94,23.48,67.59,6.24,467.26,tomato
101.85,56.58,146.47,16.65,65.71,5.64,417.3,potato
91.24,41.89,46.89,29.94,70.89,6.34,699.09,maize
96.88,76.88,91.11,22.32,76.72,6.57,495.52,tomato
97.46,65.68,41.93,14.17,62.48,6.64,775.95,wheat
99.61,74.75,66.76,23.71,68.88,6.58,558.74,tomato
126.43,51.45,42.63,30.52,78.43,6.18,1567.99,sugarcane
98.26,50.08,39.45,37.67,78.71,6.19,1659.86,rice
28.88,42.24,38.09,25.07,59.94,6.7,515.94,groundnut
42.78,44.85,32.3,19.46,52.74,6.21,472.68,chickpea
137.64,76.09,122.41,20.36,67.42,5.14,497.44,potato
110.93,48.04,41.31,11.88,65.22,6.64,651.11,wheat
143.67,70.59,173.04,29.96,77.55,6.87,1275.19,banana
143.64,78.83,131.23,18.72,62.78,5.75,534.02,potato
99.11,67.59,74.41,23.08,63.73,6.72,571.18,tomato
73.56,51.96,42.86,29.64,92.05,6.13,1707.66,rice
127.85,85.91,68.93,23.62,65.75,6.35,638.73,tomato
48.75,27.09,62.43,27.48,54.21,6.22,939.4,mango
106.42,59.15,72.31,25.56,77.01,5.93,1316.65,turmeric
134.7,47.18,63.69,27.28,80.21,6.73,1511.14,sugarcane
17.61,69.8,46.48,26.86,72.85,6.38,700.43,soybean
111.99,64.56,34.47,27.19,58.79,6.44,1426.36,sugarcane
45.55,31.34,42.82,33.62,76.23,6.27,954.41,mango
70.04,46.86,58.59,29.08,80.67,6.26,1220.95,turmeric
100.81,55.24,63.73,29.59,71.6,6.57,681.71,chilli
124.55,79.51,59.23,25.49,66.56,6.18,640.53,tomato
93.6,48.65,31.26,30.68,79.94,6.7,674.4,maize
107.35,57.83,69.19,31.74,64.15,6.22,699.61,chilli
133.29,47.05,196.88,25.08,82.28,6.74,1272.95,banana
117.19,68.03,116.32,19.89,65.28,5.81,490.28,potato
22.27,51.1,44.44,23.15,44.56,6.66,422.58,chickpea
98.42,67.07,43.92,19.88,48.83,6.29,643.06,wheat
109.59,61.61,44.21,29.62,69.74,6.28,599.61,chilli
35.18,44.35,46.69,30.65,69.76,6.55,432.25,groundnut
88.37,50.77,68.91,19.41,68.65,6.56,729.2,onion
102.81,47.26,84.41,31.74,89.48,7.06,1388.72,sugarcane
98.27,59.72,63.53,19.85,60.03,6.26,628.17,tomato
103.7,62.59,86.18,25.74,60.18,6.49,582.32,tomato
101.84,42.34,37.45,28.76,62.22,7.2,517.43,cotton
166.23,59.67,186.32,25.18,74.31,6.71,1142.53,banana
98.47,51.68,70.39,24.16,57.53,6.73,749.29,chilli
142.49,53.29,62.32,34.16,82.44,7.04,1327.62,sugarcane
96.28,54.86,67.32,27.42,74.39,5.65,1287.62,turmeric
87.58,56.92,82.29,21.07,63.49,6.46,652.37,onion
103.93,75.19,91.98,23.82,50.11,6.59,582.61,tomato
88.97,55.22,45.37,27.3,59.45,6.23,564.86,chilli
81.8,53.28,47.56,24.14,74.97,6.45,694.69,chilli
87.21,43.51,83.75,21.79,75.14,6.42,650.9,onion
113.68,69.98,67.62,25.82,66.92,6.35,513.33,tomato
131.66,63.31,50.63,23.02,69.43,6.31,1589.3,sugarcane
111.93,53.31,51.18,19.89,67.12,6.23,696.54,wheat
89.05,48.2,167.36,25.2,77.24,6.79,1360.11,banana
71.41,41.58,74.62,22.82,90.38,6.63,1418.94,turmeric
92.55,50.81,97.78,20.74,75.38,6.31,556.36,onion
153.18,59.61,178.24,27.69,79.93,7.29,1048.82,banana
145.37,43.9,164.95,31.75,69.95,6.98,1203.31,banana
108.54,52.57,62.31,26.42,82.81,6.83,1178.1,turmeric
77.36,48.7,72.79,23.78,70.79,5.78,1153.18,turmeric
114.64,50.08,41.03,13.98,63.39,6.64,845.28,wheat
95.22,31.79,39.42,27.82,64.69,6.89,669.28,cotton
54.08,35.53,32.41,24.79,60.61,6.94,1041.53,mango
39.74,48.13,37.84,27.01,57.21,6.8,582.17,soybean
105.36,90.51,149.0,19.27,72.21,6.09,514.47,potato
88.11,35.06,34.82,22.03,58.14,6.76,648.4,cotton
98.77,51.51,69.19,27.8,70.64,6.72,1377.82,turmeric
81.57,63.91,64.6,33.79,75.58,5.97,1120.46,turmeric
24.48,56.45,35.06,21.08,45.87,7.03,445.04,chickpea
110.77,68.49,68.63,23.43,56.68,6.46,494.35,tomato
97.72,64.86,68.12,25.87,82.52,6.56,1265.44,turmeric
34.17,56.45,42.85,15.82,43.64,7.11,330.85,chickpea
100.9,41.18,33.08,28.11,53.3,6.91,644.54,cotton
129.53,66.32,30.33,31.29,81.99,7.18,1490.27,sugarcane
104.89,62.9,77.94,26.78,90.81,7.01,1254.68,turmeric
75.99,55.99,56.82,23.7,75.25,7.1,581.07,chilli
109.73,52.56,63.91,23.95,69.5,7.04,601.53,chilli
79.57,71.37,82.03,29.13,58.48,6.69,459.92,onion
107.75,53.26,68.95,26.82,57.54,6.45,613.89,chilli
36.25,38.04,48.29,29.3,53.79,7.22,873.5,mango
34.73,35.87,43.55,26.98,73.39,6.38,950.07,mango
52.5,45.97,50.14,23.57,80.3,6.16,696.87,soybean
31.87,27.5,55.96,29.8,62.25,6.52,605.52,groundnut
87.23,18.75,34.69,30.67,57.07,6.77,595.85,cotton
38.27,50.12,49.01,20.28,71.89,6.99,556.67,soybean
14.91,42.02,44.38,25.72,75.78,6.51,631.51,soybean
24.89,43.47,45.49,28.31,57.74,6.46,479.86,groundnut
108.47,60.79,62.52,23.15,64.93,5.88,601.27,tomato
127.47,56.8,46.29,36.18,77.42,6.86,1413.45,sugarcane
75.47,60.33,79.13,30.13,74.56,6.3,1133.53,turmeric
96.0,62.17,26.48,27.74,58.16,6.49,559.51,maize
124.05,54.04,172.09,30.57,81.07,7.45,1179.81,banana
110.43,93.91,57.15,21.89,68.55,6.43,656.84,tomato
136.28,32.5,63.0,21.55,81.54,7.3,1361.06,sugarcane
139.66,56.7,59.23,34.83,80.03,6.44,1397.86,sugarcane
153.94,77.9,138.58,20.25,68.68,5.46,445.15,potato
62.19,48.58,53.93,31.32,56.64,6.64,807.22,mango
128.45,50.52,27.56,15.95,61.85,6.95,742.82,wheat
26.76,42.52,56.85,24.27,60.91,6.4,590.28,soybean
108.28,61.52,35.27,25.38,61.88,6.5,670.8,maize
107.64,41.12,21.93,32.26,68.17,6.82,771.73,cotton
49.48,24.66,34.62,32.72,66.62,7.02,853.0,mango
81.81,35.27,45.0,25.73,79.2,6.15,1847.66,rice
105.96,55.15,194.53,26.33,97.95,6.57,1177.7,banana
101.18,45.7,36.48,21.95,65.54,6.87,503.54,maize
124.19,52.79,171.26,24.33,90.47,6.48,1206.55,banana
116.52,58.57,37.53,19.09,64.6,5.92,750.27,wheat
96.75,44.22,48.6,19.82,66.05,6.53,625.83,maize
81.38,47.24,71.8,15.0,68.38,6.28,612.85,onion
23.69,48.94,45.93,23.75,67.29,6.48,509.31,soybean
95.96,69.03,65.43,28.23,69.57,6.83,1272.96,turmeric
57.44,29.49,52.11,34.75,60.01,7.16,990.75,mango
83.78,42.37,33.78,26.52,50.16,7.12,732.53,cotton
26.93,50.93,49.34,22.83,69.24,6.32,608.24,soybean
30.31,46.14,47.09,28.92,64.88,6.19,638.64,soybean
77.84,47.75,32.87,28.03,66.14,6.65,526.09,maize
104.79,46.75,46.11,19.77,64.53,6.59,684.12,chilli
74.86,62.27,76.16,19.98,60.66,6.08,647.63,onion
39.08,52.7,35.94,24.21,70.76,6.6,784.88,soybean
184.17,63.46,177.1,27.83,79.45,6.94,1143.22,banana
37.39,39.4,51.91,31.29,61.88,6.62,658.53,groundnut
65.27,29.77,44.6,33.36,55.95,7.06,845.38,mango
69.53,49.02,49.91,31.56,88.73,5.81,1315.64,rice
13.45,55.63,35.23,31.39,65.55,6.26,658.52,groundnut
38.7,53.34,33.01,29.29,46.95,6.76,357.22,chickpea
127.54,69.47,74.27,23.35,66.33,6.68,610.32,tomato
133.73,50.65,184.31,22.47,81.63,6.89,1358.74,banana
148.89,54.48,183.28,31.36,84.34,6.99,1163.43,banana
73.12,56.38,52.15,30.01,66.37,6.24,633.83,chilli
83.42,56.66,47.84,30.26,85.4,6.01,1711.63,rice
90.75,49.5,46.91,28.59,69.63,6.7,629.13,chilli
72.1,47.7,73.86,28.27,80.88,6.76,1220.55,turmeric
76.14,32.38,44.74,32.28,67.12,7.26,709.27,cotton
32.05,62.19,39.48,27.03,63.94,6.77,675.09,soybean
23.12,60.65,41.4,18.39,53.39,6.33,388.73,chickpea
73.73,63.63,72.12,28.78,81.81,6.48,1376.59,turmeric
81.81,52.36,73.44,19.43,85.97,7.45,1364.39,turmeric
45.14,46.09,54.95,27.68,72.84,6.82,671.04,soybean
74.86,37.06,42.11,32.56,76.34,6.13,1493.95,rice
98.7,69.5,81.6,19.91,60.48,6.14,516.95,onion
31.44,65.99,41.85,16.46,42.88,6.32,462.8,chickpea
103.52,54.49,79.82,24.28,78.84,6.57,1209.55,turmeric
120.43,46.44,41.8,14.48,52.09,6.59,652.24,wheat
90.31,40.07,47.84,23.86,88.06,6.04,1710.65,rice
45.54,39.19,41.31,26.39,55.93,5.69,1081.47,mango
82.63,54.55,83.85,20.5,66.67,6.83,692.42,onion
60.36,19.85,37.06,34.3,41.77,6.91,863.72,mango
91.32,41.7,34.19,21.23,61.76,5.44,529.0,maize
90.95,42.21,28.26,25.9,79.19,6.06,526.69,maize
84.09,37.28,34.05,22.03,89.45,5.84,1906.75,rice
109.71,37.88,44.13,23.48,78.15,6.32,522.47,maize
93.04,29.05,35.62,24.48,60.95,6.82,717.68,cotton
98.61,42.59,83.68,21.35,55.06,6.28,512.74,onion
142.72,61.54,163.21,29.75,74.27,7.04,1382.84,banana
98.72,70.06,73.2,24.83,71.91,6.14,625.33,tomato
42.46,36.83,47.46,28.17,58.2,6.16,923.37,mango
98.06,40.66,37.02,24.8,71.2,5.97,571.78,maize
134.36,60.0,66.74,24.83,78.7,7.3,1468.9,sugarcane
121.06,74.01,135.11,19.33,68.35,5.59,410.27,potato
72.46,44.52,44.55,29.87,85.14,6.4,1690.71,rice
99.46,54.72,62.03,25.81,65.12,6.69,673.26,chilli
118.57,60.75,206.57,27.5,82.92,6.49,1383.38,banana
